Timestamp,Flex_Value,Accel_X,Accel_Y,Accel_Z,Stability,Intensity,Direction,Rep_Count
15:44:33,132.8,-0.070,-0.523,-0.077,0.285,0.0121,BACK,2
15:44:33,134.5,-0.070,-0.529,-0.080,0.291,0.0063,STILL,2
15:44:33,135.1,-0.073,-0.532,-0.083,0.295,0.0051,STILL,2
15:44:33,136.0,-0.073,-0.535,-0.083,0.299,0.0033,STILL,2
15:44:33,137.4,-0.072,-0.539,-0.082,0.302,0.0039,STILL,2
15:44:33,137.2,-0.068,-0.540,-0.083,0.303,0.0044,STILL,2
15:44:33,137.7,-0.064,-0.539,-0.080,0.301,0.0050,STILL,2
15:44:33,138.2,-0.065,-0.540,-0.078,0.302,0.0023,STILL,2
15:44:33,140.4,-0.070,-0.543,-0.076,0.306,0.0065,STILL,2
15:44:33,141.8,-0.077,-0.541,-0.072,0.304,0.0086,STILL,2
15:44:33,143.6,-0.074,-0.535,-0.074,0.297,0.0076,STILL,2
15:44:33,144.6,-0.067,-0.527,-0.080,0.288,0.0121,FORWARD,2
15:44:33,145.1,-0.055,-0.520,-0.083,0.280,0.0146,RIGHT,2
15:44:33,143.3,-0.044,-0.520,-0.081,0.278,0.0106,RIGHT,2
15:44:33,142.7,-0.044,-0.520,-0.075,0.278,0.0058,STILL,2
15:44:33,145.0,-0.045,-0.517,-0.070,0.275,0.0056,STILL,2
15:44:33,147.2,-0.044,-0.512,-0.072,0.270,0.0057,STILL,2
15:44:33,147.2,-0.041,-0.509,-0.071,0.266,0.0045,STILL,2
15:44:33,147.9,-0.038,-0.510,-0.069,0.266,0.0037,STILL,2
15:44:33,149.3,-0.044,-0.513,-0.060,0.268,0.0106,UP,2
15:44:33,148.5,-0.053,-0.521,-0.055,0.277,0.0127,LEFT,2
15:44:33,148.6,-0.064,-0.525,-0.051,0.282,0.0126,LEFT,2
15:44:33,148.3,-0.069,-0.520,-0.051,0.277,0.0069,STILL,2
15:44:33,149.1,-0.066,-0.514,-0.050,0.271,0.0063,STILL,2
15:44:33,149.1,-0.064,-0.508,-0.054,0.265,0.0071,STILL,2
15:44:33,149.7,-0.062,-0.512,-0.052,0.269,0.0050,STILL,2
15:44:33,150.5,-0.061,-0.514,-0.050,0.270,0.0029,STILL,2
15:44:33,153.5,-0.064,-0.518,-0.048,0.274,0.0052,STILL,2
